Date,Open,High,Low,Close,Volume
2019-09-09,214.83989633692,216.43240773635,211.06368889523,214.16212613674,27309401.495665
2019-09-10,213.8679838127,216.77584997104,211.71287343293,216.69340726331,31777930.801342
2019-09-11,218.07753332614,223.71180882883,217.74237679073,223.59415189921,44289646.30521
2019-09-12,224.80593541725,226.42703247917,222.85009610489,223.0833385393,32226669.511189
2019-09-13,220.0006441264,220.80974265998,217.01572096487,218.74701782705,39763294.480943
2019-09-16,217.74237679073,220.13197245981,217.57210567076,219.89790145547,21158140.829855
2019-09-17,219.95921563005,220.83832832246,219.10993145502,220.71487140336,18386468.185775
2019-09-18,221.07405646665,222.83808184095,219.42934516182,222.75688198812,25643092.406675
2019-09-19,222.00992619905,223.75655160488,220.37598630327,220.97628521528,22187876.972015
2019-09-20,221.38021305463,222.54435380187,217.47764869909,217.74237679073,57977094.077911
2019-09-23,218.94338889972,219.83824442073,217.66076265293,218.71511788487,19419648.575557
2019-09-24,221.04588508914,222.47143964831,217.19220635929,217.69349116504,31434365.592456
2019-09-25,218.54691818971,221.5028414038,217.138763599,221.04588508914,22481005.882593
2019-09-26,220.0006441264,220.95598525207,218.82076055054,219.88588719153,19088312.871595
2019-09-27,220.55205741273,220.97628521528,217.28583476102,218.82076055054,25361284.447649
2019-09-30,220.91497104069,224.58180725204,220.80974265998,223.96576551141,26318583.493006
2019-10-01,225.08392062772,228.22751493024,224.19776509093,224.59382151598,36187162.999548
2019-10-02,223.05433859186,223.58172335031,217.93957643332,218.95167459899,35767257.100578
2019-10-03,218.42801840521,220.97628521528,215.13818151059,220.83832832246,30352685.976843
2019-10-04,225.63864819375,227.48014485621,223.88373708865,226.99543144899,34755552.991099
2019-10-07,226.27540418255,229.93022612995,225.84289068073,227.04721706942,30889269.535556
2019-10-08,225.82300500248,228.06387236969,224.32867913938,224.40200757791,29282699.520354
2019-10-09,227.01863140695,227.79003000886,225.63864819375,227.01863140695,19029425.144177
2019-10-10,227.9300583265,230.44435376957,227.2933023377,230.09304012058,28962983.837452
2019-10-11,232.93959210433,237.64669785885,232.31029324487,236.2049861861,41990209.723909
2019-10-14,234.90661711071,238.12809698636,234.67793181089,235.86278680631,24413485.143647
2019-10-15,236.3930715595,237.65498355812,234.88714571742,235.31841636436,23040482.862109
2019-10-16,233.36381990688,235.23763079649,233.18774879742,234.38047520715,19286693.47252
2019-10-17,235.10298818337,236.14822914611,233.51047678394,235.2782307229,17272896.029602
2019-10-18,234.59631767309,237.58579796922,234.29844678439,236.40922867308,24377167.14679
2019-10-21,237.52862664427,240.98542037915,237.32852700693,240.49697840727,22367482.573395
2019-10-22,241.16190577358,242.21460386566,239.61786571486,239.96545079918,22683999.974639
2019-10-23,242.10854691502,243.24368771482,241.21949138349,243.1827878252,19932544.091338
2019-10-24,244.50559971344,244.79932775251,241.80694746164,243.59085851418,17916254.885283
2019-10-25,243.16248786199,246.73859566634,242.88035980189,246.58365309002,18369295.947756
2019-10-28,247.43252298009,249.24999111467,246.72699568737,249.04533434274,24143240.9642
2019-10-29,248.96454877487,249.74340450612,242.58248891319,243.29671619014,35709866.168976
2019-10-30,244.76287067573,245.29771256352,241.21120568422,243.264401963,31130521.352112
2019-10-31,247.25355187589,249.16837697688,237.26721283234,248.75947771797,34790520.226888
2019-11-01,249.53584773944,255.92453616054,249.16009127761,255.81516493019,37781333.337104
2019-11-04,257.32564790686,257.84391839612,255.3776800088,257.49674759676,25817951.516694
2019-11-05,257.04020556706,258.19523204511,256.31313545624,257.12057684997,19974426.132762
2019-11-06,256.76636320623,257.48846189749,255.35323719596,257.23533378484,18966124.029449
2019-11-07,258.74122502409,260.34549133252,258.11422289839,259.43720564451,23735083.542335
2019-11-08,258.68752918987,260.43512207118,256.84410989674,260.13318626493,17520494.685114
2019-11-11,258.30133222839,262.47391159188,258.28522347813,262.19758456811,20507458.969044
2019-11-12,261.54993019848,262.79897791133,260.918797624,261.95223591023,21847225.247935
2019-11-13,261.12242874914,264.78159332855,261.06501551102,264.47263575937,25817593.082078
2019-11-14,263.75558985014,264.88774586235,262.09473639334,262.64491217162,22395555.494214
2019-11-15,263.68248090663,265.77083581276,263.01541342771,265.74605312005,25093665.452173
2019-11-18,265.78735760791,267.43168926956,264.22770014636,267.10249250133,21700895.870346
2019-11-19,267.90834305945,268.00540860592,265.39289974886,266.28838104563,19069597.054301
2019-11-20,265.53498718709,266.07194552925,260.39381758332,263.19797926405,26609919.57483
2019-11-21,263.6907418042,264.00424286705,261.17571153848,262.00180129566,30348777.941219
2019-11-22,262.59617287594,263.18600096257,260.83701473804,261.77380052268,16331262.653766
2019-11-25,262.71843416001,266.43088152875,262.52223784268,266.36479434817,21029517.978073
2019-11-26,266.93768759477,267.15990573945,262.50199864363,264.28883078839,26334881.423071
2019-11-27,265.57546558519,267.98888681078,265.3111168629,267.84349501352,16289256.08039
2019-11-29,266.58949076212,268.00540860592,265.89309709683,267.2516017025,11654363.604424
2019-12-02,267.27225394643,268.24580072526,263.45034968486,264.1595477414,23693548.588412
2019-12-03,258.31372357475,259.53881468464,256.27906450283,259.45744484356,29377268.740155
2019-12-04,261.06501551102,263.31280574029,260.67923159442,261.74571347093,16810386.860988
2019-12-05,263.79276388921,265.88070575047,262.73454291027,265.57546558519,18661342.38576
2019-12-06,267.48084161012,270.99791875129,267.30488449184,270.7120916953,26547492.944367
2019-12-09,270.00454581828,270.80585288274,264.91665900385,266.91497012645,32182645.008137
2019-12-10,268.60019323109,270.07435040276,265.85179260897,268.47793194703,22632382.54394
2019-12-11,268.81125916405,271.09952779142,268.4977581012,270.77363538221,19723391.385134
2019-12-12,267.78566873051,272.55592403332,267.32140628698,271.46135510506,34437042.165136
2019-12-13,271.46135510506,275.30391161056,270.92852721168,275.15769372354,33432806.253971
2019-12-16,276.98913471519,280.79534327137,276.97261292005,279.86723142919,32081104.226071
2019-12-17,279.57396956539,281.7767379029,278.80074955268,280.40501586111,28575797.962615
2019-12-18,279.80610078716,281.90230354599,279.12664196188,279.74868754903,29024687.440762
2019-12-19,279.50912151945,281.17823587382,278.95522833727,280.02171021378,24626947.644996
2019-12-20,282.22778291031,282.64371910305,278.55664002943,279.4484039223,69032742.876589
2019-12-23,280.52645105541,284.24715932173,280.36412441813,284.00718024727,24677882.788102
2019-12-24,284.69407388036,284.89481369135,282.91219827413,284.26781156566,12119713.763606
2019-12-26,284.82542215175,289.97898310188,284.70646522672,289.90546111349,23334004.365257
2019-12-27,291.12229132581,293.96362704561,288.11449851994,289.79104768212,36592936.708717
2019-12-30,289.45730742022,292.69392708883,285.21616260689,291.5179883195,36059614.274715
2019-12-31,289.92570031254,293.66623473303,289.51430761347,293.63814768128,25247625.235472
2020-01-02,296.2341347432,300.59919302011,295.18087030281,300.35012695833,33911864.124576
2020-01-03,297.15481177758,300.58308426985,296.49972260014,297.4398127438,36633878.022547
2020-01-06,293.77651771561,299.95608214415,292.75877513477,299.79251637223,29644643.56
2020-01-07,299.83299477033,300.90402014051,297.48855203947,298.39683772749,27877655.666344
2020-01-08,297.16265963027,304.43720603195,297.15481177758,303.19228876788,33090944.855077
2020-01-09,307.23351985998,310.41231324559,306.20834247133,309.64322368166,42621542.628048
2020-01-10,310.58785731899,312.66836437243,308.25126244082,310.32309555181,35217272.393634
2020-01-13,311.63781740036,317.07637931671,311.13720700751,316.96650937901,30521722.58647
2020-01-14,316.70216065671,317.56872881199,312.1751887874,312.68034267391,40653456.489853
2020-01-15,311.84970942307,315.50102614978,309.56639733424,311.33299027996,30480882.472298
2020-01-16,313.59606316974,315.69185288369,312.09423199119,315.23626438261,27207253.697078
2020-01-17,316.26598526493,318.7413632223,315.00041575693,318.73310232473,34454117.549351
2020-01-21,317.1982275559,319.01769024607,315.99337564506,316.5712254302,27710815.200398
2020-01-22,318.57821049526,319.99495442881,317.31677143605,317.69925099362,25458114.227122
2020-01-23,317.91486042025,319.56001817166,315.64352663289,319.22545182,26117992.642592
2020-01-24,320.25971619598,323.3245091951,317.51503297777,318.30601392027,36634379.420847
2020-01-27,310.05007288707,311.76833958199,304.87668578276,308.95550395881,40485004.818843
2020-01-28,312.59897283283,318.39853597307,312.19129753766,317.69099009605,40558485.696039
2020-01-29,324.45212171364,327.84693757075,321.36626342572,324.33770828228,54149928.396412
2020-01-30,320.55669546369,324.08575090634,318.74962411987,323.86559798605,31685808.439912
2020-01-31,320.93545761735,322.68965921671,308.29174083892,309.52509284638,49897096.098845
2020-02-03,304.30709689519,313.49858457839,302.21874198905,308.6663725438,43496401.072573
2020-02-04,315.309786371,319.64056192298,313.63695461272,318.85495056391,34154133.682165
2020-02-05,323.51616201877,324.76562277649,318.94499434744,321.43978541411,29706718.896916
2020-02-06,322.57565883022,325.22575477124,320.27995539504,325.21336342488,26356385.139642
2020-02-07,322.36777442058,323.40000203479,317.9949203519,320.03341536488,29421011.857596
2020-02-10,314.18082901571,321.54858539979,313.84829101784,321.54858539979,27337214.116785
2020-02-11,323.60273895542,323.90313573417,318.71315297928,319.62299672067,23580780.014839
2020-02-12,321.46699615125,327.22480711069,321.46699615125,327.20008309598,28432573.600906
2020-02-13,324.18704983644,326.21812764501,323.34725747007,324.86943264249,23686892.393051
2020-02-14,324.74416430128,325.97830470231,322.85195304201,324.95102189104,20028447.231342
2020-02-18,315.35563178143,319.75691846702,314.61185100552,319.00530841979,38190544.659139
2020-02-19,320.00086207884,324.57274446595,320.00086207884,323.6192216319,23495991.357962
2020-02-20,322.62820070887,324.65474578141,318.21001927989,320.30908812892,25141489.650793
2020-02-21,318.62414652631,320.43888920615,310.4944784222,313.04846914192,32426415.019925
2020-02-24,297.26713055144,304.17131165968,289.22729303411,298.18109496195,55548827.972127
2020-02-25,300.9514208104,302.53087328356,286.13308259295,288.07391774781,57668363.112802
2020-02-26,286.53402369819,297.89264812365,286.50600314818,292.64992080404,49678430.882799
2020-02-27,281.10957487044,286.00699011792,272.95518275162,273.51930235395,80151381.849123
2020-02-28,257.27191608617,278.41671760143,256.3699016161,273.35653592377,106721229.57249
2020-03-02,282.27077942807,301.43724769948,277.72279692185,298.79837119592,85349338.875869
2020-03-03,303.66323315736,303.99247461994,285.80342906346,289.3204201562,79868852.248593
2020-03-04,296.44340879463,303.40733960509,293.12173741812,302.74185154244,54794568.187967
2020-03-05,295.52079097898,299.55039331007,291.40753906477,292.90993502542,46893219.386891
2020-03-06,281.99098599491,290.81951958155,281.23484321165,289.02331991274,56544245.677827
2020-03-09,263.75290447592,278.09200887488,263.0017064956,266.16143557576,71686207.869873
2020-03-10,277.12983263568,286.44954998126,269.37349715372,285.34067792144,71322520.090811
2020-03-11,277.38572618795,281.22660187341,271.86279336827,275.43582556102,64094969.384189
2020-03-12,255.94011582703,270.00272332813,247.99587783325,248.23240424066,104618516.69976
2020-03-13,264.88155574751,279.91540495987,252.95922378662,277.97003706897,92683032.538261
2020-03-16,241.95374070463,259.07924156159,240.0005435424,242.21375492601,80605865.076505
2020-03-17,247.50963887726,257.61269542228,238.40502045968,252.86939319984,81013965.30285
2020-03-18,239.76525333573,250.00264369402,237.11277862408,246.66902237706,75058406.073613
2020-03-19,247.38725500443,252.85291052336,242.61222362978,244.77639905088,67964254.333076
2020-03-20,247.17998534777,251.83345698342,227.99291373076,229.23900407223,100423346.08489
2020-03-23,228.06873404254,228.49563536323,212.61334037935,224.37331797697,84188208.03467
2020-03-24,236.36199271067,247.69136038539,234.29918574989,246.87587996681,71882773.761646
2020-03-25,250.74972100522,258.24645433272,244.29304456327,245.52718496429,75900510.086363
2020-03-26,246.51779382041,258.68118492473,246.35626359096,258.436829246,63140170.081759
2020-03-27,252.7601954682,255.86635584981,247.04606360141,247.74492908393,51054152.84368
2020-03-30,250.73818313169,255.51733517546,249.40597080564,254.81022835471,41994109.941582
2020-03-31,255.59439168798,262.49362799328,252.00899748787,254.28237064061,49250501.10993
2020-04-01,246.50131114393,248.71493459445,239.11913241793,240.91780448821,44054637.432529
2020-04-02,240.33761427631,245.15014373994,236.89397109388,244.92968794209,41483492.384231
2020-04-03,242.79476927174,245.70602200404,238.97284866422,241.41805371921,32470017.161915
2020-04-06,250.89188408982,263.10637149121,249.38536746005,262.47343671459,50455070.770128
2020-04-07,270.79801246802,271.7041476072,259.00589365128,259.42867430285,50721831.087047
2020-04-08,262.73798367201,267.37085196207,261.21910503489,266.06295158382,42223820.935781
2020-04-09,268.69523501679,270.0711264355,264.7072514438,267.9971936681,40529122.866369
2020-04-13,268.32107826082,273.70555659812,265.82354070803,273.25187092816,32755730.226009
2020-04-14,279.99699420842,288.24410138241,278.05162631752,287.05446420787,48748671.445748
2020-04-15,282.39233916707,286.33540744667,280.62992898504,284.43083418005,32788640.65781
2020-04-16,287.37093159618,288.19135681769,282.34412733838,286.69720219528,39281289.601434
2020-04-17,284.68713979922,286.93990960637,276.85003920253,282.79781300834,53812478.172121
2020-04-20,277.94984579029,281.67369447278,276.84179786429,276.92173884519,32503750.03296
2020-04-21,276.27685412813,277.24273896953,265.42589613808,268.37835556157,45247892.18278
2020-04-22,273.61325360986,277.89710122557,272.19903996835,276.09430848618,29264341.185572
2020-04-23,275.87550095598,281.74333378089,274.8758266278,275.03447238887,31203581.821007
2020-04-24,277.19452714085,283.01373607015,276.9913781533,282.97335351279,31627182.685273
2020-04-27,281.79113354266,284.54085604551,279.94383757679,283.17609043343,29271893.599781
2020-04-28,285.07654303093,285.83598234949,278.20573934255,278.58278056691,28001187.350559
2020-04-29,284.72669822276,289.67397356657,283.8873179233,287.72448500656,34320204.056455
2020-04-30,289.9702496762,294.52317698536,288.34217330744,293.79958748813,45765968.237553
2020-05-01,286.25423026503,298.98957024303,285.85246502597,289.06452660393,60154174.204435
2020-05-04,289.16960366645,293.68585702046,286.31933683711,293.15387863724,33391986.359305
2020-05-05,295.05845190387,300.99551196997,294.46177901549,297.57206006622,36937794.959659
2020-05-06,300.46765425587,303.24498524182,298.85935709888,300.63866202429,35583438.460908
2020-05-07,303.22520603005,305.17469459007,301.96634161431,303.73287246546,28803763.316938
2020-05-08,305.63751981783,310.35240038523,304.28958917536,310.12555352101,33511984.905386
2020-05-11,308.10899996534,317.04684860653,307.24229700041,315.01015828211,36486560.208942
2020-05-12,317.83218258755,319.68394340309,310.90636700293,311.40485476796,40575262.356031
2020-05-13,312.15443571061,315.94918923273,303.20014889085,307.65489528243,50155638.634388
2020-05-14,304.51232649494,309.78980372378,301.5353723565,309.53377909261,39732268.715115
2020-05-15,300.3403167747,307.91009800468,300.20716752831,307.71530558866,41587094.167719
2020-05-18,313.17113705496,316.49616962454,310.32774311738,314.96084374641,33843124.756307
2020-05-19,315.03029505085,318.52957231324,313.00881004161,313.14237024247,25432384.391198
2020-05-20,316.67863340663,319.51339730046,316.20028241034,319.22942776572,27876215.490668
2020-05-21,318.66683110428,320.89461525453,315.86823120329,316.8487685548,25672210.96225
2020-05-22,315.77165690421,319.22942776572,315.35001762398,318.8936779685,20450753.873703
2020-05-26,323.50705278325,324.24348318304,316.49616962454,316.72753698787,31380454.099964
2020-05-27,316.13617351393,318.71984423015,313.08976807105,318.11615212229,28236273.874021
2020-05-28,316.76739957089,323.44582056809,315.62946665961,318.25834236689,33449102.999352
2020-05-29,319.24997548893,321.14940702232,316.46781376651,317.94272933841,38399532.249753
2020-06-01,317.75163551257,322.34446260412,317.20958657434,321.85049533819,20254652.585053
2020-06-02,320.74831546529,323.44582056809,318.93436246045,323.3447257699,21910704.190132
